GeneID,SNP_Count,Exon_Length,SNP_Density,Expression
FBgn0031317,3,1801,0.001665741254858412,439.10869565217394
FBgn0031318,0,575,0.0,4368.608695652174
FBgn0031319,5,1210,0.004132231404958678,2254.1739130434785
FBgn0031320,5,1667,0.002999400119976005,445.2826086956522
FBgn0031321,3,1566,0.0019157088122605363,151.80434782608697
FBgn0031322,4,874,0.004576659038901602,1170.7608695652175
FBgn0031324,1,802,0.0012468827930174563,3.608695652173913
FBgn0262944,5,832,0.006009615384615385,0.6086956521739131
FBgn0259229,6,2477,0.0024222850222042794,242.54347826086956
FBgn0031327,7,3123,0.002241434518091579,976.6521739130435
FBgn0041097,8,4604,0.0017376194613379669,1703.8695652173913
FBgn0011294,1,776,0.001288659793814433,16.108695652173914
FBgn0031331,3,810,0.003703703703703704,5.565217391304348
FBgn0053923,2,537,0.0037243947858473,0.1956521739130435
FBgn0053922,1,537,0.00186219739292365,0.08695652173913043
FBgn0026141,0,1292,0.0,58.891304347826086
FBgn0031332,0,1751,0.0,19.804347826086957
FBgn0031333,0,1091,0.0,26.043478260869566
FBgn0031335,2,942,0.0021231422505307855,43.56521739130435
FBgn0051659,0,585,0.0,49.891304347826086
FBgn0053126,3,718,0.004178272980501393,928.9782608695652
FBgn0031337,4,663,0.006033182503770739,20.52173913043478
FBgn0031343,1,137,0.0072992700729927005,50.26086956521739
FBgn0031344,0,2005,0.0,221.3695652173913
FBgn0264873,5,1166,0.004288164665523156,2.652173913043478
FBgn0026398,0,1421,0.0,3.0434782608695654
FBgn0026397,4,1298,0.0030816640986132513,2.5869565217391304
FBgn0261509,22,4300,0.0051162790697674414,346.9347826086956
FBgn0031347,2,2227,0.000898069151324652,202.02173913043478
FBgn0051935,6,3058,0.001962066710268149,808.5869565217391
FBgn0031351,4,1030,0.003883495145631068,89.30434782608695
FBgn0021906,6,1295,0.004633204633204633,6240.04347826087
FBgn0265814,100,11314,0.0088386070355312,35.869565217391305
FBgn0086758,52,11595,0.0044846916774471755,1513.4347826086957
FBgn0011570,14,3304,0.00423728813559322,912.3913043478261
FBgn0031356,2,2357,0.0008485362749257531,1187.108695652174
FBgn0266311,0,723,0.0,6.260869565217392
FBgn0031357,0,1130,0.0,282.7173913043478
FBgn0086698,0,765,0.0,474.0217391304348
FBgn0031359,0,932,0.0,2440.521739130435
FBgn0000579,13,5233,0.0024842346646283204,17341.543478260868
FBgn0031361,5,1243,0.004022526146419952,236.7826086956522
FBgn0264494,1,684,0.0014619883040935672,3604.304347826087
FBgn0041249,3,1137,0.002638522427440633,6.630434782608695
FBgn0031365,3,534,0.0056179775280898875,17.695652173913043
FBgn0045497,0,1170,0.0,1.7173913043478262
FBgn0045498,7,1163,0.0060189165950128975,0.1956521739130435
FBgn0265138,0,1152,0.0,1.2173913043478262
FBgn0045500,4,1161,0.0034453057708871662,1.891304347826087
FBgn0045501,1,1185,0.0008438818565400844,1.108695652173913
FBgn0051664,13,2382,0.0054575986565911,738.8260869565217
FBgn0031367,0,882,0.0,28.73913043478261
FBgn0264883,6,684,0.008771929824561403,0.08695652173913043
FBgn0051665,0,279,0.0,4955.695652173913
FBgn0051663,2,874,0.002288329519450801,1358.3695652173913
FBgn0031374,18,4316,0.004170528266913809,6085.739130434783
FBgn0053673,0,798,0.0,1.4782608695652173
FBgn0031375,3,410,0.007317073170731708,380.5
FBgn0267972,2,893,0.0022396416573348264,1297.9565217391305
FBgn0031377,6,4294,0.0013972985561248254,1238.6521739130435
FBgn0031378,1,813,0.0012300123001230013,95.91304347826087
FBgn0031379,3,2130,0.0014084507042253522,1267.3260869565217
FBgn0001125,0,333,0.0,6829.04347826087
FBgn0262148,10,1374,0.00727802037845706,36.34782608695652
FBgn0043539,8,994,0.008048289738430584,18.543478260869566
FBgn0053543,6,2777,0.0021606049693914295,1685.4347826086957
FBgn0263441,10,2447,0.004086636697997548,15.673913043478262
FBgn0040718,1,350,0.002857142857142857,199.97826086956522
FBgn0040717,2,908,0.0022026431718061676,153.82608695652175
FBgn0031384,2,1106,0.0018083182640144665,1461.0869565217392
FBgn0259192,1,3206,0.00031191515907673113,1.1304347826086956
FBgn0003557,3,697,0.00430416068866571,3810.695652173913
FBgn0028952,8,3441,0.0023249055507120024,22.58695652173913
FBgn0026396,2,1209,0.0016542597187758478,1.5217391304347827
FBgn0053516,25,3332,0.007503001200480192,942.7173913043479
FBgn0031388,0,307,0.0,11.717391304347826
FBgn0264864,0,1006,0.0,7.586956521739131
FBgn0031389,7,2621,0.002670736360167875,405.9782608695652
FBgn0004507,2,879,0.0022753128555176336,8777.934782608696
FBgn0031390,0,216,0.0,1861.5217391304348
FBgn0031391,5,2834,0.0017642907551164433,468.9130434782609
FBgn0027509,2,3910,0.0005115089514066496,577.1739130434783
FBgn0031392,1,1134,0.0008818342151675485,821.6521739130435
FBgn0000097,17,3463,0.004909038406006353,1509.1521739130435
FBgn0265017,29,3405,0.008516886930983847,17.456521739130434
FBgn0266828,2,598,0.0033444816053511705,13.41304347826087
FBgn0085201,6,713,0.008415147265077139,215.6304347826087
FBgn0051668,8,1963,0.004075394803871625,0.8043478260869565
FBgn0053124,11,2094,0.0052531041069723014,1.173913043478261
FBgn0031397,7,2220,0.003153153153153153,1309.891304347826
FBgn0010288,2,450,0.0044444444444444444,1002.6086956521739
FBgn0085203,0,720,0.0,57.84782608695652
FBgn0031398,2,973,0.0020554984583761563,143.7391304347826
FBgn0040715,3,691,0.004341534008683068,0.0
FBgn0259717,3,691,0.004341534008683068,0.0
FBgn0031399,3,2956,0.0010148849797023004,579.8260869565217
FBgn0031401,3,1711,0.0017533606078316774,1572.804347826087
FBgn0031403,1,693,0.001443001443001443,98.08695652173913
FBgn0267378,9,3909,0.0023023791250959325,4283.0
FBgn0264945,5,794,0.006297229219143577,54.391304347826086
FBgn0262126,4,1083,0.003693444136657433,2662.6304347826085
FBgn0051679,0,1114,0.0,20.782608695652176
FBgn0052463,0,1018,0.0,5.021739130434782
FBgn0051682,2,1108,0.0018050541516245488,31.543478260869566
FBgn0264979,4,2570,0.0015564202334630351,910.8913043478261
FBgn0262106,15,2853,0.005257623554153523,9.108695652173912
FBgn0031407,0,642,0.0,18.652173913043477
FBgn0054049,2,967,0.002068252326783868,6.630434782608695
FBgn0264084,5,2790,0.0017921146953405018,12.91304347826087
FBgn0264085,7,1908,0.003668763102725367,17.152173913043477
FBgn0261523,2,821,0.00243605359317905,5.304347826086956
FBgn0028570,2,454,0.004405286343612335,8.152173913043478
FBgn0051949,1,708,0.0014124293785310734,21.956521739130434
FBgn0031412,1,721,0.0013869625520110957,2.3043478260869565
FBgn0031413,0,493,0.0,143.15217391304347
FBgn0031414,5,1733,0.0028851702250432777,4727.521739130435
FBgn0014010,3,1337,0.002243829468960359,9687.739130434782
FBgn0261647,2,1122,0.0017825311942959,1051.195652173913
FBgn0031417,0,960,0.0,1619.195652173913
FBgn0031418,0,509,0.0,2009.195652173913
FBgn0031419,1,929,0.001076426264800861,104.58695652173913
FBgn0266317,0,549,0.0,3.347826086956522
FBgn0031420,1,495,0.00202020202020202,701.0652173913044
FBgn0264672,0,2337,0.0,409.9782608695652
FBgn0031422,3,1493,0.0020093770931011385,63.95652173913044
FBgn0031423,0,2031,0.0,19.47826086956522
FBgn0031424,0,271,0.0,3854.8478260869565
FBgn0031426,2,1790,0.0011173184357541898,6.065217391304348
FBgn0051948,1,1167,0.000856898029134533,151.67391304347825
FBgn0085477,0,1052,0.0,0.08695652173913043
FBgn0085476,4,351,0.011396011396011397,8.5
FBgn0031428,7,3387,0.002066725715972837,738.5869565217391
FBgn0000490,5,2170,0.002304147465437788,848.6521739130435
FBgn0012017,0,73,0.0,0.06521739130434782
FBgn0012016,0,73,0.0,0.0
FBgn0264978,5,2941,0.0017001020061203672,844.9782608695652
FBgn0011818,21,3015,0.006965174129353234,1100.7391304347825
FBgn0031430,0,883,0.0,11.565217391304348
FBgn0267738,6,1568,0.003826530612244898,0.5869565217391305
FBgn0031431,5,1511,0.0033090668431502318,3.8043478260869565
FBgn0031432,4,764,0.005235602094240838,487.8695652173913
FBgn0041337,1,1844,0.0005422993492407809,28.717391304347824
FBgn0026778,0,1484,0.0,0.0
FBgn0085343,0,1484,0.0,0.0
FBgn0031434,2,403,0.004962779156327543,126.32608695652173
FBgn0031436,3,787,0.0038119440914866584,2355.391304347826
FBgn0031437,2,1275,0.001568627450980392,505.32608695652175
FBgn0026479,2,959,0.0020855057351407717,2616.7391304347825
FBgn0250835,2,402,0.004975124378109453,187.47826086956522
FBgn0266025,2,843,0.002372479240806643,0.15217391304347827
FBgn0031440,2,1234,0.0016207455429497568,9.565217391304348
FBgn0053125,22,7341,0.0029968669118648687,54.630434782608695
FBgn0031442,1,830,0.0012048192771084338,6.760869565217392
FBgn0026395,6,1363,0.004402054292002935,0.6956521739130435
FBgn0031443,6,2078,0.0028873917228103944,23.76086956521739
FBgn0031444,0,1147,0.0,9.804347826086957
FBgn0041248,1,1752,0.0005707762557077625,1.0869565217391304
FBgn0051690,5,3248,0.001539408866995074,532.8260869565217
FBgn0031446,2,994,0.002012072434607646,0.7391304347826086
FBgn0031449,14,1472,0.009510869565217392,6228.913043478261
FBgn0031450,2,348,0.005747126436781609,2723.5
FBgn0031451,0,207,0.0,27.52173913043478
FBgn0031452,3,1730,0.0017341040462427746,296.5869565217391
FBgn0250906,1,489,0.002044989775051125,4799.913043478261
FBgn0031453,32,4310,0.007424593967517401,19600.739130434784
FBgn0031456,3,1199,0.0025020850708924102,426.82608695652175
FBgn0031457,9,1721,0.005229517722254503,635.5
FBgn0031458,2,903,0.0022148394241417496,373.32608695652175
FBgn0028398,0,664,0.0,455.04347826086956
FBgn0031459,2,652,0.003067484662576687,1601.2608695652175
FBgn0031460,1,824,0.0012135922330097086,34.32608695652174
FBgn0004242,63,13214,0.004767670652338429,21498.130434782608
FBgn0031461,6,994,0.006036217303822937,2057.8478260869565
FBgn0031462,2,1930,0.0010362694300518134,51.43478260869565
FBgn0031463,1,1194,0.0008375209380234506,155.52173913043478
FBgn0283531,1,195,0.005128205128205128,187.41304347826087
FBgn0031466,5,711,0.007032348804500703,4.608695652173913
FBgn0031467,1,1066,0.0009380863039399625,0.32608695652173914
FBgn0266881,1,202,0.0049504950495049506,0.32608695652173914
FBgn0031468,5,1884,0.002653927813163482,22.956521739130434
FBgn0031469,1,1813,0.0005515719801434088,1.8695652173913044
FBgn0031470,0,1073,0.0,4.521739130434782
FBgn0031471,3,1217,0.0024650780608052587,1.608695652173913
FBgn0031472,6,1307,0.0045906656465187455,6.543478260869565
FBgn0031473,7,2160,0.0032407407407407406,743.1739130434783
FBgn0015521,14,1220,0.011475409836065573,7135.695652173913
FBgn0031474,5,394,0.012690355329949238,2960.0434782608695
FBgn0051694,4,2639,0.0015157256536566881,3046.2608695652175
FBgn0031478,5,1785,0.0028011204481792717,1872.4347826086957
FBgn0031479,2,861,0.0023228803716608595,210.6304347826087
FBgn0028970,3,1433,0.00209351011863224,997.0434782608696
FBgn0024947,5,2928,0.0017076502732240437,2926.304347826087
FBgn0041111,18,4352,0.004136029411764706,2602.7391304347825
FBgn0010263,14,6367,0.002198837757185488,23889.91304347826
FBgn0004584,0,601,0.0,198.67391304347825
FBgn0260639,2,1850,0.001081081081081081,633.9347826086956
FBgn0031483,0,3160,0.0,618.2608695652174
FBgn0031484,0,1726,0.0,364.8478260869565
FBgn0250786,4,1011,0.003956478733926805,3012.5434782608695
FBgn0025109,3,1710,0.0017543859649122807,402.82608695652175
FBgn0002989,2,2878,0.0006949270326615705,165.69565217391303
FBgn0025681,3,879,0.0034129692832764505,2632.3260869565215
FBgn0031488,5,3261,0.0015332720024532351,203.15217391304347
FBgn0031489,0,485,0.0,1036.6521739130435
FBgn0031490,2,1531,0.0013063357282821686,123.91304347826087
FBgn0031491,1,1714,0.0005834305717619603,788.9565217391304
FBgn0031492,0,2906,0.0,586.9565217391304
FBgn0031493,4,1165,0.0034334763948497852,912.7391304347826
FBgn0031494,1,1253,0.0007980845969672786,67.8695652173913
FBgn0031495,5,2214,0.002258355916892502,789.6521739130435
FBgn0031496,3,4023,0.0007457121551081282,34.30434782608695
FBgn0031498,1,1306,0.0007656967840735069,239.1304347826087
FBgn0243513,1,871,0.001148105625717566,165.67391304347825
FBgn0031500,0,977,0.0,511.3478260869565
FBgn0031501,2,641,0.0031201248049922,70.3913043478261
FBgn0042627,5,11453,0.0004365668383829564,573.8260869565217
FBgn0283427,2,449,0.004454342984409799,44751.434782608696
FBgn0015600,16,7528,0.0021253985122210413,4924.739130434783
FBgn0031505,1,932,0.001072961373390558,1397.4565217391305
FBgn0011648,16,3619,0.004421110804089527,1335.5434782608695
FBgn0260817,1,2221,0.00045024763619990995,219.7608695652174
FBgn0014906,2,1552,0.001288659793814433,3058.8695652173915
FBgn0051698,0,338,0.0,0.10869565217391304
FBgn0031512,3,340,0.008823529411764706,0.2608695652173913
FBgn0085422,6,961,0.006243496357960458,637.0652173913044
FBgn0031513,0,542,0.0,9.043478260869565
FBgn0031514,0,1124,0.0,11.543478260869565
FBgn0031515,2,2798,0.0007147962830593281,885.9130434782609
FBgn0031516,4,3062,0.0013063357282821686,894.1521739130435
FBgn0031518,3,3475,0.0008633093525179857,118.32608695652173
FBgn0031517,0,1646,0.0,119.02173913043478
FBgn0031519,1,983,0.001017293997965412,8.934782608695652
FBgn0031520,0,263,0.0,617.4347826086956
FBgn0053281,0,1594,0.0,33.108695652173914
FBgn0053282,1,1583,0.0006317119393556538,2.717391304347826
FBgn0031522,0,756,0.0,21.08695652173913
FBgn0031523,2,1565,0.0012779552715654952,24.804347826086957
FBgn0020445,6,1586,0.0037831021437578815,357.19565217391306
FBgn0085423,1,1181,0.000846740050804403,4342.891304347826
FBgn0031528,0,264,0.0,333.5217391304348
FBgn0031529,9,1127,0.007985803016858917,391.9347826086956
FBgn0016698,0,1393,0.0,440.3695652173913
FBgn0259949,0,322,0.0,5.956521739130435
FBgn0259950,9,634,0.014195583596214511,1.608695652173913
FBgn0031530,2,432,0.004629629629629629,1678.891304347826
FBgn0031533,0,1338,0.0,15.347826086956522
FBgn0031534,0,300,0.0,1228.1304347826087
FBgn0031535,3,1072,0.002798507462686567,530.9565217391304
FBgn0031536,1,2973,0.0003363605785401951,768.804347826087
FBgn0266670,0,2885,0.0,715.6739130434783
FBgn0031538,0,1511,0.0,2646.217391304348
FBgn0005616,13,4679,0.002778371446890361,1400.4782608695652
FBgn0021967,1,433,0.0023094688221709007,2498.478260869565
FBgn0031540,18,3030,0.005940594059405941,51.5
FBgn0051776,9,1964,0.004582484725050916,28.956521739130434
FBgn0051956,1,1268,0.0007886435331230284,42.91304347826087
FBgn0264549,5,830,0.006024096385542169,3.608695652173913
FBgn0261560,0,566,0.0,6734.978260869565
FBgn0031542,4,1402,0.0028530670470756064,135.06521739130434
FBgn0014396,10,2398,0.004170141784820684,15852.91304347826
FBgn0051954,1,978,0.0010224948875255625,4.304347826086956
FBgn0284253,4,1248,0.003205128205128205,1109.304347826087
FBgn0031544,3,900,0.0033333333333333335,1780.4130434782608
FBgn0031546,3,2289,0.001310615989515072,66.8913043478261
FBgn0031547,8,1390,0.0057553956834532375,3.108695652173913
FBgn0031548,5,2398,0.002085070892410342,66.97826086956522
FBgn0031549,5,2543,0.001966181675186787,35.869565217391305
FBgn0031550,2,1484,0.0013477088948787063,13.326086956521738
FBgn0265367,1,427,0.00234192037470726,0.06521739130434782
FBgn0024244,13,4009,0.0032427039161885755,430.19565217391306
FBgn0265368,5,1035,0.004830917874396135,7.282608695652174
FBgn0004892,7,2611,0.002680965147453083,42.56521739130435
FBgn0264371,12,1704,0.007042253521126761,1.065217391304348
FBgn0002985,5,2347,0.0021303792074989347,64.56521739130434
FBgn0015663,9,3589,0.0025076623014767345,563.5434782608696
FBgn0031554,0,581,0.0,11.543478260869565
FBgn0000721,4,3272,0.0012224938875305623,4659.978260869565
FBgn0259951,2,522,0.0038314176245210726,53.91304347826087
FBgn0259953,0,384,0.0,8.130434782608695
FBgn0259952,0,456,0.0,154.8695652173913
FBgn0261054,2,386,0.0051813471502590676,7.956521739130435
FBgn0085369,16,2177,0.007349563619660083,660.8478260869565
FBgn0031558,0,451,0.0,990.1739130434783
FBgn0031559,0,423,0.0,31.91304347826087
FBgn0051779,5,995,0.005025125628140704,76.21739130434783
FBgn0262721,5,532,0.009398496240601503,51.28260869565217
FBgn0031560,1,325,0.003076923076923077,993.4130434782609
FBgn0031561,0,486,0.0,11718.5
FBgn0031563,2,577,0.0034662045060658577,989.195652173913
FBgn0259954,0,300,0.0,5.913043478260869
FBgn0259955,2,401,0.004987531172069825,5.043478260869565
FBgn0259956,5,363,0.013774104683195593,17.08695652173913
FBgn0259957,0,361,0.0,3.3260869565217392
FBgn0262621,0,361,0.0,8.695652173913043
FBgn0031564,1,542,0.0018450184501845018,49.34782608695652
FBgn0051778,2,837,0.0023894862604540022,2121.2608695652175
FBgn0051777,0,383,0.0,814.0652173913044
FBgn0015376,2,3236,0.0006180469715698393,66.17391304347827
FBgn0051955,5,1115,0.004484304932735426,404.39130434782606
FBgn0031566,2,978,0.002044989775051125,1332.804347826087
FBgn0003386,32,5729,0.0055856170361319605,2501.6739130434785
FBgn0031568,33,7638,0.00432050274941084,335.0
FBgn0263846,15,2535,0.005917159763313609,1996.4782608695652
FBgn0263842,2,318,0.006289308176100629,1.108695652173913
FBgn0004893,5,1249,0.0040032025620496394,707.9782608695652
FBgn0031571,0,93,0.0,669.9130434782609
FBgn0021800,14,5844,0.0023956194387405884,3603.0
FBgn0031573,4,2418,0.0016542597187758478,243.6304347826087
FBgn0266318,1,532,0.0018796992481203006,0.2608695652173913
FBgn0267007,2,532,0.0037593984962406013,0.10869565217391304
FBgn0267005,3,649,0.004622496147919877,0.6086956521739131
FBgn0264887,4,566,0.007067137809187279,0.1956521739130435
FBgn0031574,0,1766,0.0,188.7173913043478
FBgn0031575,2,2603,0.000768344218209758,951.8913043478261
FBgn0051957,5,989,0.005055611729019211,143.7173913043478
FBgn0000256,8,2369,0.0033769523005487546,1963.8260869565217
FBgn0051774,14,3401,0.004116436342252279,765.0
FBgn0266319,6,955,0.0062827225130890054,3.391304347826087
FBgn0000547,9,2176,0.004136029411764706,1716.0217391304348
FBgn0020376,4,1168,0.003424657534246575,0.5217391304347826
FBgn0014033,2,1085,0.0018433179723502304,1333.2608695652175
FBgn0026394,0,1197,0.0,0.8043478260869565
FBgn0267441,3,697,0.00430416068866571,0.8913043478260869
FBgn0264866,5,552,0.009057971014492754,1.6956521739130435
FBgn0051961,0,310,0.0,620.1521739130435
FBgn0031589,2,557,0.003590664272890485,2699.804347826087
FBgn0001075,15,16852,0.0008901020650367909,50.43478260869565
FBgn0031590,0,385,0.0,1724.8478260869565
FBgn0003941,0,1246,0.0,17365.91304347826
FBgn0264867,5,1187,0.004212299915754001,1.2608695652173914
FBgn0264868,5,1071,0.004668534080298786,1.565217391304348
FBgn0265269,1,795,0.0012578616352201257,38.52173913043478
FBgn0264889,6,1094,0.005484460694698354,0.2608695652173913
FBgn0031592,1,623,0.0016051364365971107,27.347826086956523
FBgn0010473,40,11406,0.003506926179203928,7204.630434782609
FBgn0028482,5,2730,0.0018315018315018315,4994.434782608696
FBgn0020762,10,890,0.011235955056179775,2814.6304347826085
FBgn0265908,6,395,0.015189873417721518,0.43478260869565216
FBgn0265910,1,426,0.002347417840375587,0.5
FBgn0031596,0,440,0.0,8.521739130434783
FBgn0266903,21,4861,0.004320098745114174,9.152173913043478
FBgn0026319,4,1414,0.002828854314002829,179.43478260869566
FBgn0031597,2,1961,0.0010198878123406426,187.7173913043478
FBgn0031598,4,2960,0.0013513513513513514,686.804347826087
FBgn0261976,1,594,0.0016835016835016834,241.65217391304347
FBgn0027560,5,2920,0.0017123287671232876,16466.108695652172
FBgn0031600,1,867,0.0011534025374855825,574.1739130434783
FBgn0022153,4,990,0.00404040404040404,1733.2173913043478
FBgn0053003,1,763,0.001310615989515072,2.217391304347826
FBgn0031601,3,606,0.0049504950495049506,226.41304347826087
FBgn0262357,7,603,0.011608623548922056,3.5217391304347827
FBgn0085207,2,759,0.002635046113306983,0.0
FBgn0085206,5,882,0.005668934240362812,0.0
FBgn0262358,1,303,0.0033003300330033004,2.739130434782609
